#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   655   0.180988E+04  -0.172058E+02   0.804340E-05  -0.172058E+02   0.351985E+02  -0.117204E-05   0.804340E-05  -0.117204E-05   0.124439E-07
   656   0.180561E+04  -0.188255E+02   0.810099E-05  -0.188255E+02   0.353919E+02  -0.117660E-05   0.810099E-05  -0.117660E-05   0.124134E-07
   657   0.180153E+04  -0.204570E+02   0.815826E-05  -0.204570E+02   0.355802E+02  -0.118104E-05   0.815826E-05  -0.118104E-05   0.123831E-07
   658   0.179765E+04  -0.220995E+02   0.821519E-05  -0.220995E+02   0.357636E+02  -0.118535E-05   0.821519E-05  -0.118535E-05   0.123528E-07
   659   0.179395E+04  -0.237526E+02   0.827179E-05  -0.237526E+02   0.359417E+02  -0.118954E-05   0.827179E-05  -0.118954E-05   0.123226E-07
   660   0.179046E+04  -0.254156E+02   0.832804E-05  -0.254156E+02   0.361147E+02  -0.119360E-05   0.832804E-05  -0.119360E-05   0.122926E-07
   661   0.178715E+04  -0.270879E+02   0.838396E-05  -0.270879E+02   0.362823E+02  -0.119753E-05   0.838396E-05  -0.119753E-05   0.122626E-07
   662   0.178405E+04  -0.287690E+02   0.843953E-05  -0.287690E+02   0.364444E+02  -0.120134E-05   0.843953E-05  -0.120134E-05   0.122328E-07
   663   0.178114E+04  -0.304582E+02   0.849476E-05  -0.304582E+02   0.366012E+02  -0.120501E-05   0.849476E-05  -0.120501E-05   0.122031E-07
   664   0.177843E+04  -0.321548E+02   0.854963E-05  -0.321548E+02   0.367524E+02  -0.120856E-05   0.854963E-05  -0.120856E-05   0.121735E-07
   665   0.177593E+04  -0.338584E+02   0.860415E-05  -0.338584E+02   0.368980E+02  -0.121197E-05   0.860415E-05  -0.121197E-05   0.121439E-07
   666   0.177362E+04  -0.355682E+02   0.865831E-05  -0.355682E+02   0.370379E+02  -0.121526E-05   0.865831E-05  -0.121526E-05   0.121145E-07
   667   0.177152E+04  -0.372837E+02   0.871212E-05  -0.372837E+02   0.371723E+02  -0.121841E-05   0.871212E-05  -0.121841E-05   0.120852E-07
   668   0.176963E+04  -0.390042E+02   0.876555E-05  -0.390042E+02   0.373008E+02  -0.122143E-05   0.876555E-05  -0.122143E-05   0.120560E-07
   669   0.176793E+04  -0.407291E+02   0.881863E-05  -0.407291E+02   0.374234E+02  -0.122432E-05   0.881863E-05  -0.122432E-05   0.120269E-07
   670   0.176645E+04  -0.424578E+02   0.887133E-05  -0.424578E+02   0.375403E+02  -0.122707E-05   0.887133E-05  -0.122707E-05   0.119979E-07
   671   0.176517E+04  -0.441897E+02   0.892366E-05  -0.441897E+02   0.376513E+02  -0.122968E-05   0.892366E-05  -0.122968E-05   0.119690E-07
   672   0.176409E+04  -0.459242E+02   0.897561E-05  -0.459242E+02   0.377563E+02  -0.123216E-05   0.897561E-05  -0.123216E-05   0.119402E-07
   673   0.176322E+04  -0.476605E+02   0.902719E-05  -0.476605E+02   0.378553E+02  -0.123451E-05   0.902719E-05  -0.123451E-05   0.119115E-07
   674   0.176256E+04  -0.493981E+02   0.907838E-05  -0.493981E+02   0.379483E+02  -0.123671E-05   0.907838E-05  -0.123671E-05   0.118829E-07
   675   0.176211E+04  -0.511364E+02   0.912919E-05  -0.511364E+02   0.380353E+02  -0.123878E-05   0.912919E-05  -0.123878E-05   0.118544E-07
   676   0.176187E+04  -0.528747E+02   0.917961E-05  -0.528747E+02   0.381161E+02  -0.124070E-05   0.917961E-05  -0.124070E-05   0.118260E-07
   677   0.176184E+04  -0.546124E+02   0.922964E-05  -0.546124E+02   0.381908E+02  -0.124249E-05   0.922964E-05  -0.124249E-05   0.117977E-07
   678   0.176200E+04  -0.563488E+02   0.927927E-05  -0.563488E+02   0.382593E+02  -0.124414E-05   0.927927E-05  -0.124414E-05   0.117696E-07
   679   0.176238E+04  -0.580831E+02   0.932851E-05  -0.580831E+02   0.383216E+02  -0.124564E-05   0.932851E-05  -0.124564E-05   0.117415E-07
   680   0.176297E+04  -0.598148E+02   0.937734E-05  -0.598148E+02   0.383776E+02  -0.124700E-05   0.937734E-05  -0.124700E-05   0.117135E-07
   681   0.176375E+04  -0.615430E+02   0.942577E-05  -0.615430E+02   0.384273E+02  -0.124822E-05   0.942577E-05  -0.124822E-05   0.116856E-07
   682   0.176474E+04  -0.632673E+02   0.947379E-05  -0.632673E+02   0.384706E+02  -0.124930E-05   0.947379E-05  -0.124930E-05   0.116578E-07
   683   0.176594E+04  -0.649867E+02   0.952141E-05  -0.649867E+02   0.385075E+02  -0.125023E-05   0.952141E-05  -0.125023E-05   0.116301E-07
   684   0.176735E+04  -0.667010E+02   0.956861E-05  -0.667010E+02   0.385379E+02  -0.125101E-05   0.956861E-05  -0.125101E-05   0.116025E-07
   685   0.176895E+04  -0.684093E+02   0.961539E-05  -0.684093E+02   0.385621E+02  -0.125165E-05   0.961539E-05  -0.125165E-05   0.115751E-07
   686   0.177076E+04  -0.701109E+02   0.966175E-05  -0.701109E+02   0.385799E+02  -0.125214E-05   0.966175E-05  -0.125214E-05   0.115477E-07
   687   0.177277E+04  -0.718058E+02   0.970769E-05  -0.718058E+02   0.385914E+02  -0.125248E-05   0.970769E-05  -0.125248E-05   0.115204E-07
   688   0.177498E+04  -0.734936E+02   0.975321E-05  -0.734936E+02   0.385966E+02  -0.125267E-05   0.975321E-05  -0.125267E-05   0.114932E-07
   689   0.177739E+04  -0.751728E+02   0.979829E-05  -0.751728E+02   0.385955E+02  -0.125271E-05   0.979829E-05  -0.125271E-05   0.114661E-07
   690   0.178000E+04  -0.768429E+02   0.984295E-05  -0.768429E+02   0.385882E+02  -0.125260E-05   0.984295E-05  -0.125260E-05   0.114391E-07
   691   0.178281E+04  -0.785039E+02   0.988717E-05  -0.785039E+02   0.385746E+02  -0.125235E-05   0.988717E-05  -0.125235E-05   0.114122E-07
   692   0.178582E+04  -0.801553E+02   0.993094E-05  -0.801553E+02   0.385548E+02  -0.125193E-05   0.993094E-05  -0.125193E-05   0.113854E-07
   693   0.178902E+04  -0.817964E+02   0.997428E-05  -0.817964E+02   0.385287E+02  -0.125137E-05   0.997428E-05  -0.125137E-05   0.113587E-07
   694   0.179242E+04  -0.834259E+02   0.100172E-04  -0.834259E+02   0.384965E+02  -0.125065E-05   0.100172E-04  -0.125065E-05   0.113321E-07
   695   0.179601E+04  -0.850439E+02   0.100596E-04  -0.850439E+02   0.384580E+02  -0.124978E-05   0.100596E-04  -0.124978E-05   0.113055E-07
   696   0.179978E+04  -0.866490E+02   0.101016E-04  -0.866490E+02   0.384133E+02  -0.124875E-05   0.101016E-04  -0.124875E-05   0.112791E-07
   697   0.180375E+04  -0.882414E+02   0.101432E-04  -0.882414E+02   0.383624E+02  -0.124757E-05   0.101432E-04  -0.124757E-05   0.112528E-07
   698   0.180789E+04  -0.898196E+02   0.101842E-04  -0.898196E+02   0.383053E+02  -0.124623E-05   0.101842E-04  -0.124623E-05   0.112266E-07
   699   0.181223E+04  -0.913840E+02   0.102249E-04  -0.913840E+02   0.382420E+02  -0.124473E-05   0.102249E-04  -0.124473E-05   0.112004E-07
   700   0.181674E+04  -0.929337E+02   0.102650E-04  -0.929337E+02   0.381726E+02  -0.124307E-05   0.102650E-04  -0.124307E-05   0.111744E-07
   701   0.182144E+04  -0.944682E+02   0.103047E-04  -0.944682E+02   0.380972E+02  -0.124126E-05   0.103047E-04  -0.124126E-05   0.111484E-07
   702   0.182630E+04  -0.959866E+02   0.103439E-04  -0.959866E+02   0.380156E+02  -0.123928E-05   0.103439E-04  -0.123928E-05   0.111226E-07
   703   0.183134E+04  -0.974888E+02   0.103827E-04  -0.974888E+02   0.379281E+02  -0.123715E-05   0.103827E-04  -0.123715E-05   0.110968E-07
   704   0.183656E+04  -0.989724E+02   0.104209E-04  -0.989724E+02   0.378346E+02  -0.123487E-05   0.104209E-04  -0.123487E-05   0.110711E-07
   705   0.184193E+04  -0.100438E+03   0.104587E-04  -0.100438E+03   0.377352E+02  -0.123243E-05   0.104587E-04  -0.123243E-05   0.110455E-07
   706   0.184747E+04  -0.101884E+03   0.104959E-04  -0.101884E+03   0.376300E+02  -0.122985E-05   0.104959E-04  -0.122985E-05   0.110200E-07
   707   0.185317E+04  -0.103311E+03   0.105327E-04  -0.103311E+03   0.375190E+02  -0.122711E-05   0.105327E-04  -0.122711E-05   0.109946E-07
   708   0.185902E+04  -0.104717E+03   0.105689E-04  -0.104717E+03   0.374021E+02  -0.122422E-05   0.105689E-04  -0.122422E-05   0.109693E-07
   709   0.186504E+04  -0.106102E+03   0.106046E-04  -0.106102E+03   0.372797E+02  -0.122119E-05   0.106046E-04  -0.122119E-05   0.109441E-07
   710   0.187119E+04  -0.107465E+03   0.106398E-04  -0.107465E+03   0.371517E+02  -0.121802E-05   0.106398E-04  -0.121802E-05   0.109190E-07
   711   0.187749E+04  -0.108805E+03   0.106744E-04  -0.108805E+03   0.370180E+02  -0.121470E-05   0.106744E-04  -0.121470E-05   0.108939E-07
   712   0.188394E+04  -0.110122E+03   0.107085E-04  -0.110122E+03   0.368789E+02  -0.121124E-05   0.107085E-04  -0.121124E-05   0.108690E-07
   713   0.189052E+04  -0.111414E+03   0.107420E-04  -0.111414E+03   0.367343E+02  -0.120764E-05   0.107420E-04  -0.120764E-05   0.108441E-07
   714   0.189723E+04  -0.112681E+03   0.107750E-04  -0.112681E+03   0.365843E+02  -0.120390E-05   0.107750E-04  -0.120390E-05   0.108193E-07
   715   0.190407E+04  -0.113923E+03   0.108074E-04  -0.113923E+03   0.364290E+02  -0.120003E-05   0.108074E-04  -0.120003E-05   0.107946E-07
   716   0.191104E+04  -0.115139E+03   0.108392E-04  -0.115139E+03   0.362683E+02  -0.119602E-05   0.108392E-04  -0.119602E-05   0.107700E-07
   717   0.191812E+04  -0.116327E+03   0.108705E-04  -0.116327E+03   0.361023E+02  -0.119188E-05   0.108705E-04  -0.119188E-05   0.107454E-07
   718   0.192532E+04  -0.117488E+03   0.109012E-04  -0.117488E+03   0.359312E+02  -0.118761E-05   0.109012E-04  -0.118761E-05   0.107210E-07
   719   0.193263E+04  -0.118620E+03   0.109312E-04  -0.118620E+03   0.357550E+02  -0.118321E-05   0.109312E-04  -0.118321E-05   0.106966E-07
   720   0.194005E+04  -0.119724E+03   0.109607E-04  -0.119724E+03   0.355737E+02  -0.117868E-05   0.109607E-04  -0.117868E-05   0.106723E-07
   721   0.194757E+04  -0.120798E+03   0.109896E-04  -0.120798E+03   0.353876E+02  -0.117402E-05   0.109896E-04  -0.117402E-05   0.106481E-07
   722   0.195520E+04  -0.121842E+03   0.110178E-04  -0.121842E+03   0.351967E+02  -0.116924E-05   0.110178E-04  -0.116924E-05   0.106239E-07
   723   0.196292E+04  -0.122857E+03   0.110454E-04  -0.122857E+03   0.350012E+02  -0.116434E-05   0.110454E-04  -0.116434E-05   0.105999E-07
   724   0.197074E+04  -0.123840E+03   0.110724E-04  -0.123840E+03   0.348012E+02  -0.115932E-05   0.110724E-04  -0.115932E-05   0.105759E-07
   725   0.197864E+04  -0.124792E+03   0.110987E-04  -0.124792E+03   0.345966E+02  -0.115417E-05   0.110987E-04  -0.115417E-05   0.105520E-07
   726   0.198664E+04  -0.125713E+03   0.111245E-04  -0.125713E+03   0.343878E+02  -0.114891E-05   0.111245E-04  -0.114891E-05   0.105282E-07
   727   0.199471E+04  -0.126602E+03   0.111495E-04  -0.126602E+03   0.341746E+02  -0.114353E-05   0.111495E-04  -0.114353E-05   0.105044E-07
   728   0.200287E+04  -0.127458E+03   0.111739E-04  -0.127458E+03   0.339573E+02  -0.113804E-05   0.111739E-04  -0.113804E-05   0.104807E-07
   729   0.201109E+04  -0.128280E+03   0.111976E-04  -0.128280E+03   0.337359E+02  -0.113243E-05   0.111976E-04  -0.113243E-05   0.104571E-07
   730   0.201939E+04  -0.129069E+03   0.112207E-04  -0.129069E+03   0.335105E+02  -0.112672E-05   0.112207E-04  -0.112672E-05   0.104336E-07
   731   0.202775E+04  -0.129824E+03   0.112430E-04  -0.129824E+03   0.332811E+02  -0.112089E-05   0.112430E-04  -0.112089E-05   0.104102E-07
   732   0.203616E+04  -0.130543E+03   0.112647E-04  -0.130543E+03   0.330480E+02  -0.111495E-05   0.112647E-04  -0.111495E-05   0.103868E-07
   733   0.204463E+04  -0.131228E+03   0.112857E-04  -0.131228E+03   0.328111E+02  -0.110891E-05   0.112857E-04  -0.110891E-05   0.103635E-07
   734   0.205316E+04  -0.131876E+03   0.113060E-04  -0.131876E+03   0.325706E+02  -0.110276E-05   0.113060E-04  -0.110276E-05   0.103403E-07
   735   0.206171E+04  -0.132488E+03   0.113256E-04  -0.132488E+03   0.323266E+02  -0.109651E-05   0.113256E-04  -0.109651E-05   0.103171E-07
   736   0.207032E+04  -0.133064E+03   0.113444E-04  -0.133064E+03   0.320793E+02  -0.109016E-05   0.113444E-04  -0.109016E-05   0.102940E-07
   737   0.207896E+04  -0.133603E+03   0.113626E-04  -0.133603E+03   0.318287E+02  -0.108371E-05   0.113626E-04  -0.108371E-05   0.102710E-07
   738   0.208762E+04  -0.134105E+03   0.113800E-04  -0.134105E+03   0.315750E+02  -0.107716E-05   0.113800E-04  -0.107716E-05   0.102480E-07
   739   0.209632E+04  -0.134570E+03   0.113966E-04  -0.134570E+03   0.313181E+02  -0.107051E-05   0.113966E-04  -0.107051E-05   0.102251E-07
   740   0.210503E+04  -0.134995E+03   0.114126E-04  -0.134995E+03   0.310584E+02  -0.106377E-05   0.114126E-04  -0.106377E-05   0.102023E-07
   741   0.211375E+04  -0.135383E+03   0.114277E-04  -0.135383E+03   0.307960E+02  -0.105694E-05   0.114277E-04  -0.105694E-05   0.101796E-07
   742   0.212248E+04  -0.135732E+03   0.114421E-04  -0.135732E+03   0.305309E+02  -0.105001E-05   0.114421E-04  -0.105001E-05   0.101569E-07
   743   0.213123E+04  -0.136043E+03   0.114558E-04  -0.136043E+03   0.302632E+02  -0.104300E-05   0.114558E-04  -0.104300E-05   0.101343E-07
   744   0.213996E+04  -0.136314E+03   0.114686E-04  -0.136314E+03   0.299932E+02  -0.103589E-05   0.114686E-04  -0.103589E-05   0.101117E-07
   745   0.214869E+04  -0.136546E+03   0.114807E-04  -0.136546E+03   0.297210E+02  -0.102870E-05   0.114807E-04  -0.102870E-05   0.100892E-07
   746   0.215740E+04  -0.136739E+03   0.114920E-04  -0.136739E+03   0.294465E+02  -0.102143E-05   0.114920E-04  -0.102143E-05   0.100668E-07
   747   0.216610E+04  -0.136891E+03   0.115025E-04  -0.136891E+03   0.291701E+02  -0.101407E-05   0.115025E-04  -0.101407E-05   0.100444E-07
   748   0.217477E+04  -0.137004E+03   0.115122E-04  -0.137004E+03   0.288918E+02  -0.100663E-05   0.115122E-04  -0.100663E-05   0.100221E-07
   749   0.218343E+04  -0.137076E+03   0.115211E-04  -0.137076E+03   0.286117E+02  -0.999108E-06   0.115211E-04  -0.999108E-06   0.999990E-08
   750   0.219205E+04  -0.137109E+03   0.115292E-04  -0.137109E+03   0.283299E+02  -0.991509E-06   0.115292E-04  -0.991509E-06   0.997772E-08
   751   0.220063E+04  -0.137101E+03   0.115365E-04  -0.137101E+03   0.280466E+02  -0.983834E-06   0.115365E-04  -0.983834E-06   0.995560E-08
   752   0.220916E+04  -0.137051E+03   0.115429E-04  -0.137051E+03   0.277619E+02  -0.976082E-06   0.115429E-04  -0.976082E-06   0.993354E-08
   753   0.221766E+04  -0.136963E+03   0.115485E-04  -0.136963E+03   0.274758E+02  -0.968257E-06   0.115485E-04  -0.968257E-06   0.991154E-08
   754   0.222611E+04  -0.136834E+03   0.115533E-04  -0.136834E+03   0.271885E+02  -0.960358E-06   0.115533E-04  -0.960358E-06   0.988960E-08
   755   0.223452E+04  -0.136665E+03   0.115574E-04  -0.136665E+03   0.269003E+02  -0.952388E-06   0.115574E-04  -0.952388E-06   0.986773E-08
   756   0.224286E+04  -0.136456E+03   0.115606E-04  -0.136456E+03   0.266112E+02  -0.944346E-06   0.115606E-04  -0.944346E-06   0.984591E-08
   757   0.225117E+04  -0.136207E+03   0.115631E-04  -0.136207E+03   0.263214E+02  -0.936236E-06   0.115631E-04  -0.936236E-06   0.982415E-08
   758   0.225942E+04  -0.135920E+03   0.115647E-04  -0.135920E+03   0.260310E+02  -0.928057E-06   0.115647E-04  -0.928057E-06   0.980246E-08
   759   0.226761E+04  -0.135593E+03   0.115657E-04  -0.135593E+03   0.257402E+02  -0.919811E-06   0.115657E-04  -0.919811E-06   0.978083E-08
   760   0.227575E+04  -0.135228E+03   0.115658E-04  -0.135228E+03   0.254490E+02  -0.911499E-06   0.115658E-04  -0.911499E-06   0.975925E-08
   761   0.228382E+04  -0.134823E+03   0.115652E-04  -0.134823E+03   0.251578E+02  -0.903123E-06   0.115652E-04  -0.903123E-06   0.973774E-08
   762   0.229183E+04  -0.134380E+03   0.115639E-04  -0.134380E+03   0.248664E+02  -0.894683E-06   0.115639E-04  -0.894683E-06   0.971629E-08
   763   0.229977E+04  -0.133899E+03   0.115618E-04  -0.133899E+03   0.245752E+02  -0.886181E-06   0.115618E-04  -0.886181E-06   0.969490E-08
   764   0.230764E+04  -0.133379E+03   0.115589E-04  -0.133379E+03   0.242841E+02  -0.877618E-06   0.115589E-04  -0.877618E-06   0.967357E-08
   765   0.231542E+04  -0.132821E+03   0.115554E-04  -0.132821E+03   0.239933E+02  -0.868995E-06   0.115554E-04  -0.868995E-06   0.965230E-08
   766   0.232313E+04  -0.132225E+03   0.115511E-04  -0.132225E+03   0.237030E+02  -0.860313E-06   0.115511E-04  -0.860313E-06   0.963110E-08
   767   0.233074E+04  -0.131590E+03   0.115461E-04  -0.131590E+03   0.234132E+02  -0.851574E-06   0.115461E-04  -0.851574E-06   0.960995E-08
   768   0.233828E+04  -0.130917E+03   0.115404E-04  -0.130917E+03   0.231241E+02  -0.842779E-06   0.115404E-04  -0.842779E-06   0.958887E-08
   769   0.234570E+04  -0.130207E+03   0.115340E-04  -0.130207E+03   0.228358E+02  -0.833929E-06   0.115340E-04  -0.833929E-06   0.956785E-08
   770   0.235304E+04  -0.129460E+03   0.115270E-04  -0.129460E+03   0.225486E+02  -0.825025E-06   0.115270E-04  -0.825025E-06   0.954689E-08
   771   0.236028E+04  -0.128677E+03   0.115192E-04  -0.128677E+03   0.222625E+02  -0.816069E-06   0.115192E-04  -0.816069E-06   0.952599E-08
   772   0.236741E+04  -0.127857E+03   0.115108E-04  -0.127857E+03   0.219777E+02  -0.807061E-06   0.115108E-04  -0.807061E-06   0.950515E-08
   773   0.237443E+04  -0.127003E+03   0.115016E-04  -0.127003E+03   0.216943E+02  -0.798003E-06   0.115016E-04  -0.798003E-06   0.948438E-08
   774   0.238134E+04  -0.126113E+03   0.114919E-04  -0.126113E+03   0.214125E+02  -0.788897E-06   0.114919E-04  -0.788897E-06   0.946367E-08
   775   0.238814E+04  -0.125189E+03   0.114814E-04  -0.125189E+03   0.211323E+02  -0.779742E-06   0.114814E-04  -0.779742E-06   0.944302E-08
   776   0.239483E+04  -0.124231E+03   0.114703E-04  -0.124231E+03   0.208541E+02  -0.770541E-06   0.114703E-04  -0.770541E-06   0.942243E-08
   777   0.240141E+04  -0.123239E+03   0.114586E-04  -0.123239E+03   0.205777E+02  -0.761295E-06   0.114586E-04  -0.761295E-06   0.940191E-08
   778   0.240788E+04  -0.122215E+03   0.114462E-04  -0.122215E+03   0.203035E+02  -0.752004E-06   0.114462E-04  -0.752004E-06   0.938144E-08
   779   0.241424E+04  -0.121158E+03   0.114332E-04  -0.121158E+03   0.200314E+02  -0.742671E-06   0.114332E-04  -0.742671E-06   0.936104E-08
   780   0.242048E+04  -0.120070E+03   0.114196E-04  -0.120070E+03   0.197617E+02  -0.733296E-06   0.114196E-04  -0.733296E-06   0.934071E-08
   781   0.242661E+04  -0.118950E+03   0.114054E-04  -0.118950E+03   0.194943E+02  -0.723881E-06   0.114054E-04  -0.723881E-06   0.932043E-08
   782   0.243262E+04  -0.117800E+03   0.113905E-04  -0.117800E+03   0.192295E+02  -0.714426E-06   0.113905E-04  -0.714426E-06   0.930022E-08
   783   0.243852E+04  -0.116618E+03   0.113751E-04  -0.116618E+03   0.189674E+02  -0.704933E-06   0.113751E-04  -0.704933E-06   0.928007E-08
   784   0.244429E+04  -0.115407E+03   0.113590E-04  -0.115407E+03   0.187080E+02  -0.695404E-06   0.113590E-04  -0.695404E-06   0.925998E-08
   785   0.244993E+04  -0.114165E+03   0.113424E-04  -0.114165E+03   0.184514E+02  -0.685838E-06   0.113424E-04  -0.685838E-06   0.923996E-08
   786   0.245543E+04  -0.112893E+03   0.113252E-04  -0.112893E+03   0.181978E+02  -0.676239E-06   0.113252E-04  -0.676239E-06   0.922000E-08
   787   0.246079E+04  -0.111592E+03   0.113074E-04  -0.111592E+03   0.179473E+02  -0.666606E-06   0.113074E-04  -0.666606E-06   0.920010E-08
   788   0.246602E+04  -0.110261E+03   0.112890E-04  -0.110261E+03   0.176999E+02  -0.656941E-06   0.112890E-04  -0.656941E-06   0.918027E-08
   789   0.247110E+04  -0.108902E+03   0.112701E-04  -0.108902E+03   0.174559E+02  -0.647245E-06   0.112701E-04  -0.647245E-06   0.916050E-08
   790   0.247604E+04  -0.107514E+03   0.112506E-04  -0.107514E+03   0.172153E+02  -0.637519E-06   0.112506E-04  -0.637519E-06   0.914079E-08
